file,line,code,http_status,context
"src/api/controllers/EnvironmentController.ts",272,"INTERNAL_ERROR",500,"reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to unlock environment' });"
"src/api/controllers/EnvironmentController.ts",275,"INTERNAL_ERROR",500,"reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to unlock environment' });"
"src/api/controllers/EnvironmentController.ts",294,"INTERNAL_ERROR",500,"reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to get lock status' });"
"src/api/controllers/EnvironmentController.ts",297,"INTERNAL_ERROR",500,"reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to get lock status' });"
"src/api/controllers/EnvironmentController.ts",316,"INTERNAL_ERROR",500,"reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to check deployment allowance' });"
"src/api/controllers/EnvironmentController.ts",319,"INTERNAL_ERROR",500,"reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to check deployment allowance' });"
"src/api/controllers/SecretsController.ts",107,"INTERNAL_ERROR",500,"await reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to retrieve created secret' });"
"src/api/controllers/SecretsController.ts",263,"INTERNAL_ERROR",500,"await reply.status(500).send({ error: 'INTERNAL_ERROR', message: 'Failed to retrieve updated secret' });"
"src/api/controllers/monitoring/MonitoringController.ts",50,"INTERNAL_ERROR",,"return reply.status(defaultCode).send({ error: 'INTERNAL_ERROR', message });"
"src/api/capability-routes.ts",302,"INVALID_DURATION",400,"return reply.status(400).send({ success: false, error: 'INVALID_DURATION', message: 'expires_in_hours must be positive' "
"src/api/capability-routes.ts",305,"DURATION_EXCEEDS_LIMIT",400,"return reply.status(400).send({ success: false, error: 'DURATION_EXCEEDS_LIMIT', message: 'Temporary permissions cannot "
"src/api/capability-routes.ts",402,"INVALID_CAPABILITY",400,"return reply.status(400).send({ success: false, error: 'INVALID_CAPABILITY', message: 'Capability not found' });"
"src/api/chaos-enhanced-routes.ts",84,"GET_ERROR",500,"return reply.status(500).send({ error: 'GET_ERROR', message });"
"src/api/controllers/ApprovalController.ts",172,"GET_ERROR",500,"return reply.status(500).send({ error: 'GET_ERROR', message });"
"src/api/controllers/ApprovalController.ts",376,"GET_ERROR",500,"return reply.status(500).send({ error: 'GET_ERROR', message });"
"src/api/chaos-enhanced-routes.ts",96,"START_ERROR",400,"return reply.status(400).send({ error: 'START_ERROR', message });"
"src/api/chaos-enhanced-routes.ts",109,"INJECT_ERROR",400,"return reply.status(400).send({ error: 'INJECT_ERROR', message });"
"src/api/chaos-enhanced-routes.ts",121,"STOP_ERROR",400,"return reply.status(400).send({ error: 'STOP_ERROR', message });"
"src/api/chaos-enhanced-routes.ts",133,"STATUS_ERROR",500,"return reply.status(500).send({ error: 'STATUS_ERROR', message });"
